Dataset	RunID	Masking	Build	Chance	RunTime	SeqNum	UPNum	AANum	MotNum	Rank	Sig	Pattern	IC	Occ	Support	UP	ExpUP	Prob	Cloud	CloudSeq	CloudUP
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-24	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:40	19	12	3650	0	0	0.3	-									
interactors_of.A0FGR8	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:02	19	12	3650	0	0	0.3	-									
interactors_of.A3KMH1	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:07	5	5	1037	0	0	0.3	-									
interactors_of.A3KMH1	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:07	5	5	1037	0	0	0.3	-									
interactors_of.A3KMH1	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:07	5	5	1037	0	0	0.3	-									
interactors_of.A3KMH1	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:07	5	5	1037	0	0	0.3	-									
interactors_of.A3KMH1	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:07	5	5	1037	0	0	0.3	-									
interactors_of.A4D1E9	2017-12-25	FreqDisComp-5-8	l5w2o2a3	Sig	00:00:08	6	6	923	0	0	0.3	-									
